Gender,Child's First Name,Count
FEMALE,ANNABEL,14
FEMALE,ANNABELLE,27
FEMALE,ARIANA,27
FEMALE,ARIANNA,28
FEMALE,ARIEL,14
FEMALE,ARIELA,10
FEMALE,ARIELLA,26
FEMALE,ASHLEY,20
FEMALE,ATARA,10
FEMALE,AUBREY,10
FEMALE,AUDREY,26
FEMALE,AUTUMN,10
FEMALE,AVA,162
FEMALE,AVERY,52
FEMALE,AVIGAIL,11
FEMALE,AVIVA,18
FEMALE,AYLA,10
FEMALE,BAILA,40
FEMALE,BARBARA,12
FEMALE,BATSHEVA,20
FEMALE,BATYA,15
FEMALE,BEATRICE,33
FEMALE,BELLA,22
FEMALE,BIANCA,10
FEMALE,BLAKE,14
FEMALE,BLIMA,20
FEMALE,BLIMY,23
FEMALE,BRACHA,24
FEMALE,BREINDY,15
FEMALE,BRIANNA,32
FEMALE,BRIDGET,14
FEMALE,BROOKE,33
FEMALE,BROOKLYN,15
FEMALE,BRUCHA,19
FEMALE,BRUCHY,13
FEMALE,BRYNN,14
FEMALE,CAITLIN,11
FEMALE,CAMERON,11
FEMALE,CAROLINE,52
FEMALE,CASEY,12
FEMALE,CATHERINE,33
FEMALE,CECILIA,16
FEMALE,CELIA,10
FEMALE,CHANA,132
FEMALE,CHANY,38
FEMALE,CHARLIE,14
FEMALE,CHARLOTTE,127
FEMALE,CHAVA,46
FEMALE,CHAVY,10
FEMALE,CHAYA,178
FEMALE,CHLOE,95
FEMALE,CHRISTINA,14
FEMALE,CLAIRE,35
FEMALE,CLARA,28
FEMALE,COLETTE,14
FEMALE,CORA,10
FEMALE,DAHLIA,15
FEMALE,DAISY,13
FEMALE,DALIA,10
FEMALE,DANIELA,13
FEMALE,DANIELLA,41
FEMALE,DANIELLE,15
FEMALE,DEVORA,17
FEMALE,DEVORAH,44
FEMALE,DIANA,13
FEMALE,DINA,41
FEMALE,DYLAN,20
FEMALE,EDEN,24
FEMALE,ELEANOR,39
FEMALE,ELENA,19
FEMALE,ELIANA,36
FEMALE,ELISE,13
FEMALE,ELISHEVA,14
FEMALE,ELIZA,25
FEMALE,ELIZABETH,100
FEMALE,ELLA,127
FEMALE,ELLE,17
FEMALE,ELLIANA,11
FEMALE,ELLIE,26
FEMALE,ELOISE,24
FEMALE,EMERSON,16
FEMALE,EMILIA,33
FEMALE,EMILY,119
FEMALE,EMMA,213
FEMALE,ERIN,15
FEMALE,ESTER,14
FEMALE,ESTHER,224
FEMALE,ESTY,18
FEMALE,ETTY,15
FEMALE,EVA,64
FEMALE,EVE,22
FEMALE,EVELYN,39
FEMALE,FAIGA,16
FEMALE,FAIGY,72
FEMALE,FINLEY,11
FEMALE,FIONA,30
FEMALE,FRADEL,16
FEMALE,FRAIDY,26
FEMALE,FRANCESCA,33
FEMALE,FRIMET,10
FEMALE,GABRIELA,19
FEMALE,GABRIELLA,102
FEMALE,GABRIELLE,15
FEMALE,GEMMA,15
FEMALE,GENEVIEVE,12
FEMALE,GEORGIA,26
FEMALE,GIA,26
FEMALE,GIANNA,68
FEMALE,GIOVANNA,10
FEMALE,GITTEL,23
FEMALE,GITTY,82
FEMALE,GIULIANA,41
FEMALE,GOLDA,14
FEMALE,GOLDY,33
FEMALE,GRACE,93
FEMALE,GRETA,12
FEMALE,HADASSA,11
FEMALE,HADASSAH,15
FEMALE,HAILEY,34
FEMALE,HANNA,11
FEMALE,HANNAH,71
FEMALE,HARPER,30
FEMALE,HAZEL,18
FEMALE,HENNY,18
FEMALE,HINDY,37
FEMALE,IDY,10
FEMALE,ILANA,10
FEMALE,IRIS,13
FEMALE,ISABEL,34
FEMALE,ISABELLA,160
FEMALE,ISABELLE,25
FEMALE,ISLA,14
FEMALE,IVY,15
FEMALE,IZABELLA,10
FEMALE,JACQUELINE,20
FEMALE,JANE,27
FEMALE,JASMINE,14
FEMALE,JENNA,22
FEMALE,JESSICA,22
FEMALE,JORDYN,11
FEMALE,JOSEPHINE,33
FEMALE,JOYCE,14
FEMALE,JULIA,116
FEMALE,JULIANA,38
FEMALE,JULIANNA,28
FEMALE,JULIE,10
FEMALE,JULIET,36
FEMALE,JULIETTE,23
FEMALE,KAITLYN,17
FEMALE,KATE,17
FEMALE,KATHERINE,44
FEMALE,KATHRYN,12
FEMALE,KAYLA,45
FEMALE,KAYLEE,11
FEMALE,KIRA,11
FEMALE,KYLIE,13
FEMALE,LAILA,23
FEMALE,LARA,13
FEMALE,LAURA,18
FEMALE,LAUREN,26
FEMALE,LAYLA,29
FEMALE,LEA,29
FEMALE,LEAH,183
FEMALE,LEILA,10
FEMALE,LENA,29
FEMALE,LEORA,12
FEMALE,LIA,23
FEMALE,LIANA,17
FEMALE,LIBA,20
FEMALE,LIBBY,23
FEMALE,LILA,34
FEMALE,LILAH,12
FEMALE,LILIANA,29
FEMALE,LILLIAN,47
FEMALE,LILLY,13
FEMALE,LILY,81
FEMALE,LINA,13
FEMALE,LOLA,22
FEMALE,LONDON,10
FEMALE,LUCIA,23
FEMALE,LUCY,47
FEMALE,LYLA,21
FEMALE,MACKENZIE,18
FEMALE,MADELEINE,24
FEMALE,MADELINE,39
FEMALE,MADELYN,15
FEMALE,MADISON,57
FEMALE,MAEVE,21
FEMALE,MAKAYLA,12
FEMALE,MALAK,15
FEMALE,MALKA,63
FEMALE,MALKY,59
FEMALE,MARGARET,25
FEMALE,MARIA,39
FEMALE,MARIAM,17
FEMALE,MARY,16
FEMALE,MATILDA,14
FEMALE,MAYA,94
FEMALE,MELANIE,12
FEMALE,MIA,116
FEMALE,MICHAELA,15
FEMALE,MICHAL,16
FEMALE,MICHELLE,35
FEMALE,MIKAYLA,12
FEMALE,MILA,31
FEMALE,MILENA,13
FEMALE,MINDY,24
FEMALE,MIRI,10
FEMALE,MIRIAM,131
FEMALE,MOLLY,36
FEMALE,MORGAN,20
FEMALE,NAOMI,46
FEMALE,NATALIA,20
FEMALE,NATALIE,40
FEMALE,NECHAMA,25
FEMALE,NICOLE,45
FEMALE,NICOLETTE,10
FEMALE,NINA,39
FEMALE,NOA,34
FEMALE,NORA,23
FEMALE,OLIVIA,213
FEMALE,PAIGE,13
FEMALE,PARKER,13
FEMALE,PEARL,23
FEMALE,PENELOPE,38
FEMALE,PEREL,15
FEMALE,PESSY,26
FEMALE,PHOEBE,23
FEMALE,PIPER,11
FEMALE,QUINN,10
FEMALE,RACHEL,171
FEMALE,RAIZEL,20
FEMALE,RAIZY,51
FEMALE,REBECCA,54
FEMALE,REESE,13
FEMALE,RIFKA,12
FEMALE,RIFKY,13
FEMALE,RILEY,28
FEMALE,RIVKA,113
FEMALE,RIVKY,43
FEMALE,ROCHEL,22
FEMALE,ROIZY,13
FEMALE,ROSE,35
FEMALE,RUBY,28
FEMALE,RUCHY,12
FEMALE,RUTH,11
FEMALE,RYAN,14
FEMALE,SABRINA,34
FEMALE,SADIE,32
FEMALE,SALMA,17
FEMALE,SAMANTHA,74
FEMALE,SARA,107
FEMALE,SARAH,177
FEMALE,SASHA,16
FEMALE,SAVANNAH,16
FEMALE,SCARLETT,31
FEMALE,SERENA,16
FEMALE,SHAINA,16
FEMALE,SHAINDEL,15
FEMALE,SHAINDY,48
FEMALE,SHEVY,10
FEMALE,SHIFRA,20
FEMALE,SHIRA,22
FEMALE,SHOSHANA,22
FEMALE,SIENA,16
FEMALE,SIENNA,38
FEMALE,SIMA,19
FEMALE,SIMI,10
FEMALE,SIMONE,15
FEMALE,SKYLAR,17
FEMALE,SLOANE,17
FEMALE,SOFIA,122
FEMALE,SOPHIA,180
FEMALE,SOPHIE,65
FEMALE,STELLA,69
FEMALE,SUMMER,16
FEMALE,SURI,14
FEMALE,SURY,20
FEMALE,SYDNEY,35
FEMALE,SYLVIA,11
FEMALE,TALIA,26
FEMALE,TAMAR,11
FEMALE,TAYLOR,25
FEMALE,TESSA,14
FEMALE,TOBY,39
FEMALE,TZIPORA,12
FEMALE,TZIPORAH,10
FEMALE,TZIPPY,10
FEMALE,TZIVIA,14
FEMALE,VALENTINA,31
FEMALE,VALERIE,11
FEMALE,VANESSA,14
FEMALE,VERA,19
FEMALE,VERONICA,22
FEMALE,VERONIKA,11
FEMALE,VICTORIA,84
FEMALE,VIOLET,38
FEMALE,VIVIAN,30
FEMALE,VIVIENNE,21
FEMALE,WILLA,13
FEMALE,YACHET,13
FEMALE,YAEL,21
FEMALE,YASMINE,10
FEMALE,YEHUDIS,23
FEMALE,YIDES,25
FEMALE,YITTY,32
FEMALE,YOCHEVED,20
FEMALE,ZISSY,25
FEMALE,ZOE,81
FEMALE,ZOEY,21
MALE,AARAV,15
MALE,AARON,51
MALE,ABDUL,20
MALE,ABDULLAH,30
MALE,ADAM,28
MALE,ADITYA,14
MALE,ADRIAN,19
MALE,AHMED,21
MALE,AIDAN,32
MALE,AIDEN,96
MALE,ALAN,37
MALE,ALEX,52
MALE,ALEXANDER,47
MALE,ALI,13
MALE,ALLEN,14
MALE,ALVIN,43
MALE,ANDREW,70
MALE,ANDY,43
MALE,ANSON,18
MALE,ANTHONY,46
MALE,ARJUN,27
MALE,ARMAAN,15
MALE,ARYAN,18
MALE,AUSTIN,64
MALE,AYAAN,31
MALE,AYDEN,24
MALE,BENJAMIN,39
MALE,BENSON,19
MALE,BRANDON,29
MALE,BRIAN,40
MALE,BRYAN,15
MALE,CALEB,16
MALE,CALVIN,13
MALE,CARSON,20
MALE,CHARLES,17
MALE,CHRISTIAN,21
MALE,CHRISTOPHER,21
MALE,CODY,10
MALE,CONNOR,11
MALE,DANIEL,84
MALE,DANNY,20
MALE,DARREN,21
MALE,DAVID,28
MALE,DEREK,32
MALE,DEVIN,21
MALE,DYLAN,53
MALE,EASON,10
MALE,EDISON,14
MALE,EDWIN,15
MALE,ELIJAH,12
MALE,ELVIS,11
MALE,ERIC,85
MALE,ETHAN,177
MALE,EVAN,51
MALE,FARHAN,17
MALE,FELIX,22
MALE,GABRIEL,13
MALE,GAVIN,27
MALE,GEORGE,12
MALE,HARRISON,13
MALE,HAYDEN,10
MALE,HENRY,21
MALE,IAN,22
MALE,IBRAHIM,17
MALE,ISAAC,13
MALE,ISHAAN,10
MALE,IVAN,66
MALE,JACK,21
MALE,JACKSON,13
MALE,JACKY,20
MALE,JACOB,49
MALE,JADEN,23
MALE,JAKE,17
MALE,JAMES,36
MALE,JASON,98
MALE,JAY,14
MALE,JAYDEN,173
MALE,JEFFREY,25
MALE,JEREMY,17
MALE,JERRY,25
MALE,JIA,15
MALE,JOHN,21
MALE,JOHNNY,18
MALE,JONATHAN,50
MALE,JORDAN,23
MALE,JOSEPH,21
MALE,JOSHUA,36
MALE,JULIAN,11
MALE,JUSTIN,110
MALE,KAI,12
MALE,KEVIN,92
MALE,KINGSLEY,36
MALE,KYLE,45
MALE,LAWRENCE,14
MALE,LEO,40
MALE,LEON,17
MALE,LIAM,25
MALE,LOGAN,19
MALE,LOUIS,10
MALE,LUCAS,103
MALE,LUKE,11
MALE,MARCUS,20
MALE,MARTIN,14
MALE,MASON,34
MALE,MATTHEW,74
MALE,MAX,14
MALE,MICHAEL,38
MALE,MILES,10
MALE,MOHAMED,13
MALE,MOHAMMAD,46
MALE,MOHAMMED,41
MALE,MUHAMMAD,76
MALE,NATHAN,41
MALE,NATHANIEL,16
MALE,NELSON,12
MALE,NICHOLAS,26
MALE,NOAH,19
MALE,OLIVER,10
MALE,OSCAR,25
MALE,OWEN,27
MALE,PATRICK,14
MALE,PETER,11
MALE,RAYAN,10
MALE,RAYMOND,27
MALE,RICHARD,26
MALE,RICKY,16
MALE,ROHAN,15
MALE,RYAN,150
MALE,SAMUEL,30
MALE,SEAN,14
MALE,SEBASTIAN,14
MALE,SHAWN,10
MALE,SIMON,14
MALE,STANLEY,23
MALE,STEVEN,35
MALE,SYED,16
MALE,TENZIN,24
MALE,TERRY,11
MALE,THOMAS,18
MALE,TIMOTHY,16
MALE,TONY,16
MALE,TRAVIS,11
MALE,TYLER,31
MALE,VICTOR,17
MALE,VINCENT,71
MALE,WILLIAM,66
MALE,WILSON,23
MALE,XAVIER,10
MALE,ZACHARY,12
MALE,ZAIN,12
MALE,ZAYAN,10
MALE,AARON,53
MALE,ABDOUL,16
MALE,ABDOULAYE,13
MALE,ADAM,28
MALE,ADEN,19
MALE,ADONIS,11
MALE,ADRIAN,18
MALE,AHMED,11
MALE,AIDAN,20
MALE,AIDEN,167
MALE,ALEXANDER,39
MALE,ALI,11
MALE,ALIJAH,10
MALE,ALVIN,10
MALE,AMADOU,15
MALE,AMAR'E,12
MALE,AMARE,15
MALE,AMARI,57
MALE,AMIR,89
MALE,ANDRE,22
MALE,ANDREW,36
MALE,ANGEL,10
MALE,ANTHONY,66
MALE,ANTONIO,15
MALE,ASHTON,18
MALE,AUSTIN,13
MALE,AVERY,19
MALE,AYDEN,88
MALE,BENJAMIN,13
MALE,BLAKE,19
MALE,BRANDON,57
MALE,BRIAN,22
MALE,BRYAN,10
MALE,BRYCE,35
MALE,BRYSON,14
MALE,CALEB,44
MALE,CAMERON,47
MALE,CARMELO,13
MALE,CARTER,35
MALE,CAYDEN,11
MALE,CHAD,12
MALE,CHANCE,15
MALE,CHARLES,15
MALE,CHASE,41
MALE,CHRIS,10
MALE,CHRISTIAN,91
MALE,CHRISTOPHER,80
MALE,CODY,10
MALE,COREY,10
MALE,DANIEL,81
MALE,DARIUS,12
MALE,DARREN,12
MALE,DAVID,84
MALE,DERRICK,10
MALE,DEVIN,24
MALE,DEVON,10
MALE,DOMINIC,17
MALE,DONOVAN,10
MALE,DWAYNE,14
MALE,DYLAN,42
MALE,EDWARD,10
MALE,ELI,22
MALE,ELIAS,14
MALE,ELIJAH,156
MALE,EMMANUEL,46
MALE,ERIC,14
MALE,ETHAN,124
MALE,EVAN,26
MALE,GABRIEL,36
MALE,GAVIN,18
MALE,GEORGE,10
MALE,GIOVANNI,14
MALE,HASSAN,10
MALE,HAYDEN,12
MALE,HUNTER,12
MALE,IAN,21
MALE,IBRAHIM,25
MALE,IBRAHIMA,11
MALE,ISAAC,18
MALE,ISAIAH,105
MALE,ISHMAEL,10
MALE,ISIAH,11
MALE,JACE,21
MALE,JACKSON,11
MALE,JACOB,82
MALE,JADEN,75
MALE,JAHEIM,10
MALE,JAHMIR,14
MALE,JAIDEN,35
MALE,JALEN,15
MALE,JAMAL,13
MALE,JAMEL,13
MALE,JAMES,33
MALE,JAMIR,12
MALE,JARED,12
MALE,JASIAH,16
MALE,JASON,44
MALE,JAYDEN,184
MALE,JAYLEN,38
MALE,JAYSON,14
MALE,JELANI,11
MALE,JEREMIAH,153
MALE,JEREMY,15
MALE,JERMAINE,16
MALE,JESSE,12
MALE,JOEL,37
MALE,JOHN,34
MALE,JONATHAN,53
MALE,JORDAN,53
MALE,JOSEPH,35
MALE,JOSHUA,128
MALE,JOSIAH,121
MALE,JULIAN,19
MALE,JUSTICE,11
MALE,JUSTIN,85
MALE,KADEN,22
MALE,KAI,14
MALE,KAIDEN,28
MALE,KALEB,18
MALE,KAMARI,17
MALE,KAMERON,14
MALE,KAYDEN,37
MALE,KEITH,12
MALE,KENNETH,16
MALE,KEVIN,28
MALE,KHALIL,19
MALE,KING,14
MALE,KIYAN,12
MALE,KYLE,40
MALE,KYMANI,19
MALE,LAMAR,15
MALE,LANDON,11
MALE,LEVI,15
MALE,LIAM,61
MALE,LOGAN,25
MALE,LUCAS,12
MALE,MAKAI,10
MALE,MALACHI,72
MALE,MALCOLM,11
MALE,MALIK,24
MALE,MAMADOU,27
MALE,MARC,11
MALE,MARCUS,24
MALE,MARQUIS,10
MALE,MASON,83
MALE,MATTHEW,59
MALE,MAURICE,16
MALE,MEKHI,33
MALE,MESSIAH,23
MALE,MICAH,29
MALE,MICHAEL,93
MALE,MILES,10
MALE,MOHAMED,37
MALE,MOHAMMED,23
MALE,MOUSSA,11
MALE,MYLES,15
MALE,NANA,10
MALE,NASIR,33
MALE,NATHAN,32
MALE,NATHANIEL,64
MALE,NEHEMIAH,13
MALE,NICHOLAS,31
MALE,NICOLAS,11
MALE,NIGEL,10
MALE,NOAH,91
MALE,OMAR,14
MALE,OMARI,19
MALE,OUSMANE,14
MALE,PATRICK,14
MALE,PRESTON,19
MALE,PRINCE,32
MALE,QUINCY,10
MALE,RICARDO,10
MALE,RICHARD,15
MALE,ROBERT,29
MALE,RODNEY,10
MALE,RYAN,41
MALE,SAMUEL,30
MALE,SEAN,29
MALE,SEBASTIAN,11
MALE,SEKOU,15
MALE,SETH,12
MALE,SHAWN,18
MALE,SINCERE,24
MALE,STEPHEN,10
MALE,STEVEN,12
MALE,TERRELL,10
MALE,TERRENCE,11
MALE,TIMOTHY,14
MALE,TRAVIS,17
MALE,TRISTAN,58
MALE,TROY,13
MALE,TYLER,101
MALE,VICTOR,12
MALE,WILLIAM,27
MALE,XAVIER,58
MALE,ZACHARY,22
MALE,ZAIRE,19
MALE,ZION,35
MALE,ZYAIRE,14
MALE,AARON,102
MALE,ABDIEL,12
MALE,ABEL,14
MALE,ABRAHAM,22
MALE,ADAM,32
MALE,ADEN,13
MALE,ADONIS,16
MALE,ADRIAN,157
MALE,ADRIEL,34
MALE,AIDAN,36
MALE,AIDEN,188
MALE,ALAN,38
MALE,ALBERT,13
MALE,ALBERTO,15
MALE,ALDO,10
MALE,ALEJANDRO,68
MALE,ALEX,68
MALE,ALEXANDER,219
MALE,ALEXIS,55
MALE,ALFREDO,15
MALE,ALLAN,10
MALE,ALLEN,22
MALE,ALVIN,10
MALE,AMIR,21
MALE,ANDERSON,33
MALE,ANDRE,10
MALE,ANDRES,51
MALE,ANDREW,125
MALE,ANDY,37
MALE,ANGEL,253
MALE,ANGELO,28
MALE,ANTHONY,207
MALE,ANTONIO,32
MALE,ARIEL,26
MALE,ARMANDO,11
MALE,ARMANI,20
MALE,ARTURO,10
MALE,ASHTON,17
MALE,AUSTIN,15
MALE,AVERY,13
MALE,AXEL,69
MALE,AYDEN,104
MALE,BENJAMIN,51
MALE,BRADLEY,24
MALE,BRANDON,184
MALE,BRAYAN,23
MALE,BRAYDEN,16
MALE,BRIAN,59
MALE,BRYAN,99
MALE,BRYANT,17
MALE,BRYCE,10
MALE,BYRON,19
MALE,CALEB,42
MALE,CAMERON,19
MALE,CARLOS,109
MALE,CARMELO,16
MALE,CESAR,29
FEMALE,ABIGAIL,24
FEMALE,ADA,13
FEMALE,AISHA,13
FEMALE,AIZA,10
FEMALE,ALEENA,12
FEMALE,ALEXA,10
FEMALE,ALEXANDRA,13
FEMALE,ALICE,27
FEMALE,ALINA,25
FEMALE,ALISHA,10
FEMALE,ALIYAH,12
FEMALE,ALLISON,17
FEMALE,ALYSSA,26
FEMALE,AMANDA,22
FEMALE,AMBER,13
FEMALE,AMELIA,14
FEMALE,AMY,24
FEMALE,ANGEL,22
FEMALE,ANGELA,47
FEMALE,ANGELINA,26
FEMALE,ANGIE,10
FEMALE,ANIKA,14
FEMALE,ANNA,30
FEMALE,ANNABELLE,10
FEMALE,ANNIE,20
FEMALE,ARIA,12
FEMALE,ARIANA,15
FEMALE,ARIANNA,11
FEMALE,ARYA,12
FEMALE,ASHLEY,52
FEMALE,AUDREY,19
FEMALE,AVA,23
FEMALE,AYESHA,17
FEMALE,BELLA,16
FEMALE,BONNIE,10
FEMALE,BRIANNA,13
FEMALE,CATHERINE,27
FEMALE,CECILIA,12
FEMALE,CHARLOTTE,14
FEMALE,CHLOE,106
FEMALE,CHRISTINA,20
FEMALE,CHRISTINE,11
FEMALE,CHRISTY,12
FEMALE,CINDY,14
FEMALE,CLAIRE,27
FEMALE,CYNTHIA,14
FEMALE,DAISY,11
FEMALE,DIYA,12
FEMALE,EILEEN,18
FEMALE,ELAINE,28
FEMALE,ELENA,12
FEMALE,ELINA,11
FEMALE,ELIZABETH,15
FEMALE,ELLA,25
FEMALE,EMILY,93
FEMALE,EMMA,75
FEMALE,ERICA,19
FEMALE,ERIKA,12
FEMALE,ERIN,13
FEMALE,ESHAL,11
FEMALE,EVA,22
FEMALE,EVELYN,17
FEMALE,FATIMA,24
FEMALE,FIONA,48
FEMALE,GIANNA,13
FEMALE,GRACE,33
FEMALE,HAILEY,16
FEMALE,HANNAH,23
FEMALE,HELEN,10
FEMALE,IRENE,20
FEMALE,IRIS,26
FEMALE,ISABEL,12
FEMALE,ISABELLA,67
FEMALE,ISABELLE,11
FEMALE,IVY,35
FEMALE,JANICE,14
FEMALE,JANNAT,13
FEMALE,JASMINE,31
FEMALE,JENNIFER,18
FEMALE,JENNY,27
FEMALE,JESSICA,26
FEMALE,JESSIE,18
FEMALE,JIA,12
FEMALE,JOANNA,38
FEMALE,JOCELYN,15
FEMALE,JOY,14
FEMALE,JOYCE,22
FEMALE,JULIA,24
FEMALE,KAITLYN,11
FEMALE,KAREN,22
FEMALE,KATE,10
FEMALE,KATELYN,14
FEMALE,KATHERINE,21
FEMALE,KATIE,18
FEMALE,KAYLA,21
FEMALE,KAYLEE,20
FEMALE,KELLY,22
FEMALE,KHLOE,13
FEMALE,KYLIE,11
FEMALE,LAUREN,13
FEMALE,LEAH,16
FEMALE,LEELA,10
FEMALE,LILLIAN,16
FEMALE,LILY,15
